Landscape,Chrono,Chronosecuence,Plot,Species,abun,ab
Mountain,Intermediate Forest,IF,DM17,Iriartea deltoidea,1,71.51412022
Mountain,Intermediate Forest,IF,DM7,Iriartea deltoidea,6,13.9157643
Hill,Old Forest,OF,RL3,Iriartea deltoidea,2,0.063774873
Mountain,Old Forest,OF,RM13,Iriartea deltoidea,8,2141.592825
Mountain,Old Forest,OF,RM9,Iryanthera crassifolia,2,1116.782063
Hill,Intermediate Forest,IF,DL14,Iryanthera juruensis,1,23.86646522
Mountain,Intermediate Forest,IF,DM14,Iryanthera juruensis,2,82.6665156
Hill,Old Forest,OF,RL3,Iryanthera juruensis,5,155.3041166
Hill,Old Forest,OF,RL4,Iryanthera juruensis,4,521.9042654
Mountain,Old Forest,OF,RM13,Iryanthera juruensis,1,435.3813694
Mountain,Old Forest,OF,RM9,Iryanthera juruensis,7,29.36091372
Hill,Early Forest,EF,DL2,Iryanthera laevis,1,94.2417249
Mountain,Intermediate Forest,IF,DM13,Iryanthera laevis,1,0.038186344
Hill,Old Forest,OF,RL2,Iryanthera laevis,3,2.76E-06
Hill,Old Forest,OF,RL3,Iryanthera laevis,2,4235.821567
Hill,Old Forest,OF,RL4,Iryanthera laevis,3,288.6013663
Mountain,Old Forest,OF,RM13,Iryanthera laevis,2,487.0398166
Mountain,Old Forest,OF,RM14,Iryanthera laevis,1,1.435635802
Mountain,Old Forest,OF,RM9,Iryanthera laevis,1,0.329792602
Hill,Old Forest,OF,RL3,Iryanthera lancifolia,2,44.60604008
Mountain,Old Forest,OF,RM11,Iryanthera lancifolia,3,6.127181861
Mountain,Old Forest,OF,RM13,Iryanthera lancifolia,1,44.94189196
Mountain,Old Forest,OF,RM14,Iryanthera lancifolia,1,61.43805657
Hill,Old Forest,OF,RL2,Iryanthera sp.,2,4.01E-07
Mountain,Old Forest,OF,RM9,Iryanthera sp.,3,2411.89388
Mountain,Early Forest,EF,DM1,Isertia,1,0.088354762
Hill,Degraded Pasture,DP,DL10,Isertia laevis,76,47.30048449
Mountain,Early Forest,EF,DM1,Isertia laevis,2,304.7866381
Mountain,Intermediate Forest,IF,DM8,Isertia laevis,1,116.2029631
Hill,Old Forest,OF,RL3,Isertia parviflora,1,0.1590435
Mountain,Intermediate Forest,IF,DM8,Isertia parvifolia,1,0.017587954
Mountain,Old Forest,OF,RM13,Ixora acuminatissima,1,0.004071514
Hill,Intermediate Forest,IF,DL3,Jacaranda copaia,13,32535.79133
Mountain,Early Forest,EF,DM1,Jacaranda copaia,13,5961.433597
Mountain,Early Forest,EF,DM16,Jacaranda copaia,2,165.329264
Mountain,Intermediate Forest,IF,DM8,Jacaranda copaia,7,17279.29979
Hill,Old Forest,OF,RL3,Jacaranda copaia,1,11045.79905
Mountain,Old Forest,OF,RM8,Jacaranda copaia,2,834.1639183
Mountain,Intermediate Forest,IF,DM17,Jacaratia spinosa,1,1683.69899
Mountain,Early Forest,EF,DM2,Jacaratia spinosa,1,382.4799063
Mountain,Intermediate Forest,IF,DM7,Jessenia bataua,11,3952.876602
Mountain,Old Forest,OF,RM13,Joosia sp. 1,2,6.563531251
Hill,Intermediate Forest,IF,DL3,Kutchubaea oocarpa,3,0.505848258
Hill,Intermediate Forest,IF,DL16,Lacistema aggregatum,20,1.749555862
Hill,Intermediate Forest,IF,DL3,Lacistema aggregatum,1,5.64082672
Mountain,Old Forest,OF,RM14,Lacistema aggregatum,2,0.042257858
Mountain,Old Forest,OF,RM9,Lacistema aggregatum,7,0.379100799
Hill,Degraded Pasture,DP,DL11,Lacistema nena,1,0.020612038
Hill,Early Forest,EF,DL12,Lacistema nena,1,24.78873511
Hill,Intermediate Forest,IF,DL13,Lacistema nena,6,137.3351669
Hill,Intermediate Forest,IF,DL16,Lacistema nena,14,343.8174507
Hill,Intermediate Forest,IF,DL7,Lacistema nena,7,0.154706975
Mountain,Intermediate Forest,IF,DM12,Lacistema nena,20,156.3577056
Mountain,Early Forest,EF,DM16,Lacistema nena,13,913.2965083
Mountain,Intermediate Forest,IF,DM17,Lacistema nena,2,14.61143377
Hill,Early Forest,EF,DL12,Lacmellea gracilis,1,0.671281576
Hill,Intermediate Forest,IF,DL13,Lacmellea gracilis,2,346.7814007
Mountain,Early Forest,EF,DM2,Lacmellea gracilis,3,1407.836855
Mountain,Intermediate Forest,IF,DM14,Lacunaria crenata,4,82.95474522
Mountain,Intermediate Forest,IF,DM14,Lacunaria jenmanii,2,195.3013645
Mountain,Degraded Pasture,DP,DM15,Lacunaria jenmanii,1,0.049345469
Mountain,Old Forest,OF,RM14,Lacunaria jenmanii,1,0.367991512
Mountain,Intermediate Forest,IF,DM7,Ladenbergia amazonensis,1,0.00494895
Mountain,Old Forest,OF,RM3,Ladenbergia amazonensis,1,984.5832934
Mountain,Old Forest,OF,RM8,Ladenbergia muzonensis,56,5487.527676
Mountain,Early Forest,EF,DM10,Ladenbergia oblongifolia,3,537.8448226
Mountain,Intermediate Forest,IF,DM12,Ladenbergia oblongifolia,12,2418.268638
Mountain,Degraded Pasture,DP,DM15,Ladenbergia oblongifolia,1,0.145106467
Mountain,Early Forest,EF,DM16,Ladenbergia oblongifolia,8,1511.82637
Mountain,Intermediate Forest,IF,DM8,Ladenbergia oblongifolia,29,3993.46007
Mountain,Old Forest,OF,RM13,Ladenbergia oblongifolia,1,28.7476035
Hill,Old Forest,OF,RL4,Laetia cupulata,1,391.8354568
Hill,Degraded Pasture,DP,DL11,Laetia procera,1,435.3813694
Hill,Early Forest,EF,DL12,Laetia procera,1,110.4367936
Hill,Intermediate Forest,IF,DL3,Laetia procera,4,904.5221321
Hill,Intermediate Forest,IF,DL5,Laetia procera,5,1130.482137
Mountain,Intermediate Forest,IF,DM14,Laetia procera,1,147.3807381
Mountain,Intermediate Forest,IF,DM12,Lauraceae sp. 12,1,0.031416
Mountain,Intermediate Forest,IF,DM14,Lauraceae sp. 12,4,5733.691178
Mountain,Degraded Pasture,DP,DM15,Lauraceae sp. 12,8,1416.183172
Mountain,Intermediate Forest,IF,DM14,Lauraceae sp. 5,1,26.9366151
Mountain,Intermediate Forest,IF,DM17,Lauraceae sp. 8,1,46.6327804
Mountain,Degraded Pasture,DP,DM15,Lauraceae sp. 9,3,0.098835563
Hill,Early Forest,EF,DL12,Leonia cymosa,4,0.709411176
Hill,Intermediate Forest,IF,DL14,Leonia cymosa,2,0.10631194
Hill,Intermediate Forest,IF,DL3,Leonia cymosa,2,1.408520848
Mountain,Intermediate Forest,IF,DM14,Leonia cymosa,10,5.7253347
Mountain,Intermediate Forest,IF,DM7,Leonia cymosa,4,0.163117698
Hill,Old Forest,OF,RL3,Leonia cymosa,4,0.395549824
Hill,Old Forest,OF,RL4,Leonia cymosa,5,2.544413101
Mountain,Old Forest,OF,RM11,Leonia cymosa,1,0.076699219
Mountain,Old Forest,OF,RM13,Leonia cymosa,2,19.77387462
Mountain,Old Forest,OF,RM14,Leonia cymosa,1,0.025588528
Mountain,Old Forest,OF,RM3,Leonia cymosa,7,1.091373383
Mountain,Old Forest,OF,RM9,Leonia cymosa,4,0.841609704
Hill,Intermediate Forest,IF,DL3,Leonia glycycarpa,1,0.004071514
Hill,Old Forest,OF,RL3,Leonia glycycarpa,3,264.2206477
Hill,Old Forest,OF,RL4,Leonia glycycarpa,4,182.2364673
Mountain,Old Forest,OF,RM13,Leonia glycycarpa,3,1315.038072
Mountain,Old Forest,OF,RM14,Leonia glycycarpa,1,4.198233178
Mountain,Intermediate Forest,IF,DM17,Licania amapaensis,1,1.764279548
Mountain,Intermediate Forest,IF,DM8,Licania amapaensis,1,19.84609643
Mountain,Intermediate Forest,IF,DM12,Licania apetala,1,23.90499415
Hill,Old Forest,OF,RL2,Licania apetala,1,5.61E-11
Mountain,Old Forest,OF,RM9,Licania blackii,1,1388.746244
Mountain,Intermediate Forest,IF,DM7,Licania canescens,4,0.022465764
Hill,Old Forest,OF,RL2,Licania canescens,1,5.18E-05
Mountain,Old Forest,OF,RM13,Licania canescens,3,15983.32201
Mountain,Old Forest,OF,RM14,Licania canescens,1,21.25355546
Mountain,Old Forest,OF,RM9,Licania canescens,2,32.07949355
Hill,Intermediate Forest,IF,DL14,Licania cf.unguiculata,1,35.55190383
Mountain,Intermediate Forest,IF,DM7,Licania guianensis,1,0.003201435
Mountain,Intermediate Forest,IF,DM8,Licania guianensis,3,361.1092591
Mountain,Old Forest,OF,RM3,Licania guianensis,1,0.00287476
Mountain,Old Forest,OF,RM11,Licania harlingii,2,362.0420714
Hill,Intermediate Forest,IF,DL14,Licania heteromorpha,1,23.86646522
Mountain,Intermediate Forest,IF,DM7,Licania heteromorpha,5,1274.608127
Hill,Old Forest,OF,RL2,Licania heteromorpha,1,6.62E-06
Hill,Old Forest,OF,RL4,Licania heteromorpha,1,231.2721583
Mountain,Old Forest,OF,RM11,Licania heteromorpha,1,175.8795388
Mountain,Old Forest,OF,RM8,Licania heteromorpha,2,288.3745927
Mountain,Old Forest,OF,RM9,Licania heteromorpha,2,0.155273973
Hill,Old Forest,OF,RL2,Licania hypoleuca,1,3.81E-07
Hill,Old Forest,OF,RL3,Licania hypoleuca,1,0.502656
Mountain,Old Forest,OF,RM14,Licania hypoleuca,1,0.007542982
Mountain,Old Forest,OF,RM9,Licania hypoleuca,1,210.7391408
Hill,Intermediate Forest,IF,DL14,Licania hypoleuca ,1,0.016399348
Mountain,Old Forest,OF,RM13,Licania latifolia,3,0.458724258
Hill,Intermediate Forest,IF,DL14,Licania micrantha,1,0.409416454
Hill,Old Forest,OF,RL4,Licania micrantha,1,41.15272653
Mountain,Old Forest,OF,RM13,Licania micrantha,2,7622.788548
Mountain,Old Forest,OF,RM9,Licania micrantha,1,0.020612038
Hill,Old Forest,OF,RL3,Licania octandra,1,0.005607952
Hill,Old Forest,OF,RL4,Licania octandra,1,37.77794336
Mountain,Old Forest,OF,RM3,Licania octandra,1,838.0878289
Mountain,Intermediate Forest,IF,DM7,Licania parviflora,1,1052.224925
Mountain,Old Forest,OF,RM13,Licania sp 1,1,791.8320364
Mountain,Old Forest,OF,RM13,Licania subarachnophylla,1,149.0950613
Hill,Old Forest,OF,RL4,Licania urceolaris,6,1557.122808
Mountain,Old Forest,OF,RM3,Licania urceolaris,3,0.139877187
Hill,Intermediate Forest,IF,DL14,Licaria carinata,1,24.78873511
Mountain,Old Forest,OF,RM11,Licaria carinata,3,32.99013363
Mountain,Old Forest,OF,RM13,Licaria carinata,1,651.442176
Mountain,Old Forest,OF,RM8,Licaria crassifolia,1,326.9161558
Mountain,Old Forest,OF,RM14,Licaria guianensis,1,22.09936548
Mountain,Old Forest,OF,RM9,Licaria sp. 1,1,0.00287476
Hill,Intermediate Forest,IF,DL13,Lindackeria paludosa,1,34.34173772
Hill,Early Forest,EF,DL2,Lindackeria paludosa,1,0.879148486
Mountain,Early Forest,EF,DM10,Lindackeria paludosa,1,12.31943902
Mountain,Intermediate Forest,IF,DM14,Lindackeria paludosa,6,677.1243587
Hill,Old Forest,OF,RL3,Lindackeria paludosa,2,22.49626927
Hill,Old Forest,OF,RL4,Lindackeria paludosa,1,30.24848252
Mountain,Old Forest,OF,RM13,Lindackeria paludosa,2,43.75894133
Mountain,Old Forest,OF,RM14,Lindackeria paludosa,8,540.7898474
Mountain,Old Forest,OF,RM8,Lonchocarpus nicou,1,629.9973662
Mountain,Intermediate Forest,IF,DM8,Lozania mutisiana,27,853.6067188
Mountain,Early Forest,EF,DM10,Luma apiculata,2,0.623343706
Mountain,Intermediate Forest,IF,DM13,Lunania sp. 2,14,2188.399193
Hill,Intermediate Forest,IF,DL14,Mabea nitida,4,792.1945588
Mountain,Intermediate Forest,IF,DM12,Mabea nitida,3,0.863223912
Mountain,Intermediate Forest,IF,DM17,Mabea nitida,1,25.08526824
Mountain,Intermediate Forest,IF,DM7,Mabea nitida,1,37.778071
Mountain,Old Forest,OF,RM13,Mabea nitida,6,264.3280515
Mountain,Old Forest,OF,RM14,Mabea nitida,1,503.2235742
Mountain,Old Forest,OF,RM3,Mabea nitida,1,72.17459912
Mountain,Old Forest,OF,RM9,Mabea occidentalis,1,0.329792602
Hill,Old Forest,OF,RL2,Mabea piriri,1,2.30E-06
Hill,Old Forest,OF,RL3,Mabea piriri,1,212.7800162
Mountain,Old Forest,OF,RM3,Mabea piriri,3,218.2830837
Mountain,Intermediate Forest,IF,DM13,Mabea sp.2,1,0.016399348
Mountain,Old Forest,OF,RM11,Machaerium arboreum,1,2623.895736
Mountain,Old Forest,OF,RM8,Machaerium floribundum,2,0.024683551
Hill,Intermediate Forest,IF,DL3,Machaerium leiophyllum,2,7.883868405
Hill,Intermediate Forest,IF,DL7,Machaerium leiophyllum,1,0.004071514
Hill,Old Forest,OF,RL3,Machaerium leiophyllum,1,1.494057086
Hill,Early Forest,EF,DL6,Machaerium quinata,3,0.036279786
Mountain,Intermediate Forest,IF,DM12,Machaerium sp. 1,8,13.67741526
Mountain,Intermediate Forest,IF,DM17,Machaerium sp. 1,1,0.84971091
Mountain,Intermediate Forest,IF,DM8,Machaerium sp.2,1,0.028390259
Hill,Old Forest,OF,RL4,Macoubea guianensis,1,32.74193027
Hill,Intermediate Forest,IF,DL14,Macrolobium limbatum,1,0.409416454
Mountain,Early Forest,EF,DM10,Macrolobium limbatum,3,1.773037947
Mountain,Old Forest,OF,RM11,Macrolobium limbatum,1,0.076699219
Mountain,Intermediate Forest,IF,DM13,Macrosamanea amplissima,3,166.9139055
Mountain,Old Forest,OF,RM3,Macrosamanea amplissima,2,361.699719
Mountain,Intermediate Forest,IF,DM13,Malpighiacae sp. 4,1,0.05494678
Mountain,Early Forest,EF,DM16,Maprounea,2,525.9581278
Mountain,Degraded Pasture,DP,DM6,Maprounea guianensis,43,1293.030762
Mountain,Old Forest,OF,RM13,Maquira calophylla,1,47.93701172
Hill,Intermediate Forest,IF,DL14,Maquira coriacea,4,81.1949479
Mountain,Intermediate Forest,IF,DM14,Maquira coriacea,2,24.40734578
Mountain,Intermediate Forest,IF,DM7,Maquira coriacea,2,0.248421045
Hill,Old Forest,OF,RL2,Maquira coriacea,2,1.73E-06
Hill,Early Forest,EF,DL12,Maquira guianensis,1,2.072670796
Mountain,Intermediate Forest,IF,DM13,Marila laxiflora,1,46.15574421
Mountain,Intermediate Forest,IF,DM14,Marila laxiflora,3,399.5257186
Mountain,Intermediate Forest,IF,DM13,Marila tomentosa,15,2040.238477
Mountain,Intermediate Forest,IF,DM14,Marila tomentosa,2,5.49299669
Mountain,Intermediate Forest,IF,DM8,Marila tomentosa,3,27.76770432
Mountain,Old Forest,OF,RM14,Marila tomentosa,1,179.9815132
Hill,Old Forest,OF,RL4,Matayba arborescens,1,4827.396111
Hill,Early Forest,EF,DL12,Matayba elegans,2,0.038958982
Hill,Intermediate Forest,IF,DL14,Matayba inelegans,1,47.93701172
Hill,Intermediate Forest,IF,DL3,Matayba inelegans,2,0.302021054
Mountain,Degraded Pasture,DP,DM11,Matayba inelegans,5,71.22065909
Mountain,Intermediate Forest,IF,DM14,Matayba inelegans,2,78.53870819
Mountain,Degraded Pasture,DP,DM15,Matayba inelegans,2,0.013115339
Mountain,Intermediate Forest,IF,DM7,Matayba inelegans,44,1486.844915
Hill,Old Forest,OF,RL2,Matayba inelegans,1,5.27E-07
Mountain,Old Forest,OF,RM11,Matayba inelegans,5,474.6598142
Mountain,Old Forest,OF,RM13,Matayba inelegans,1,530.6037239
Mountain,Old Forest,OF,RM14,Matayba inelegans,2,0.006946274
Mountain,Old Forest,OF,RM3,Matayba inelegans,1,0.065144218
Mountain,Old Forest,OF,RM9,Matayba inelegans,2,93.31039282
Hill,Intermediate Forest,IF,DL5,Matayba purgans,2,51.04541156
Hill,Old Forest,OF,RL3,Matayba purgans,2,152.5771876
Hill,Old Forest,OF,RL4,Matayba purgans,1,0.476560624
Hill,Old Forest,OF,RL2,Matayba sp.,1,6.09E-06
Hill,Old Forest,OF,RL3,Matisia idroboi,5,1141.156138
Mountain,Old Forest,OF,RM13,Matisia idroboi,20,734.1880922
Hill,Intermediate Forest,IF,DL14,Matisia lasiocalyx,1,75.429816
Hill,Intermediate Forest,IF,DL14,Matisia ochrocalyx,1,266.8307153
Hill,Intermediate Forest,IF,DL3,Matisia ochrocalyx,1,0.020612038
Hill,Old Forest,OF,RL2,Matisia ochrocalyx,4,1.54E-06
Mountain,Old Forest,OF,RM13,Matisia ochrocalyx,2,172.0293541
Mountain,Old Forest,OF,RM14,Matisia ochrocalyx,12,88.04260271
Mountain,Old Forest,OF,RM3,Matisia ochrocalyx,1,0.089727238
Mountain,Old Forest,OF,RM9,Matisia ochrocalyx,1,91.68541278
Mountain,Old Forest,OF,RM11,Matisia sp. 1,2,133.1544071
Mountain,Intermediate Forest,IF,DM17,Mayna grandifolia,1,0.083282468
Hill,Intermediate Forest,IF,DL5,Meliosma herbertii,2,6538.922687
Hill,Old Forest,OF,RL3,Meliosma herbertii,1,0.031416
Hill,Old Forest,OF,RL4,Meliosma herbertii,1,20.61293789
Hill,Old Forest,OF,RL2,Meliosma sp. 1,1,7.33E-07
Mountain,Intermediate Forest,IF,DM14,Meliosma tachirensis,1,82.65657538
Mountain,Old Forest,OF,RM13,Meliosma tachirensis,1,568.8304613
Mountain,Old Forest,OF,RM14,Meliosma tachirensis,5,2.460209344
Hill,Intermediate Forest,IF,DL3,Mendoncia obovata,1,3.772982186
Mountain,Early Forest,EF,DM1,Miconia,1,0.016016873
Mountain,Early Forest,EF,DM2,Miconia,1,0.057870148
Mountain,Early Forest,EF,DM1,Miconia affinis,8,2.201734846
Mountain,Early Forest,EF,DM10,Miconia affinis,10,577.0649829
Mountain,Intermediate Forest,IF,DM8,Miconia affinis,15,12.79922178
Hill,Degraded Pasture,DP,DL11,Miconia albicans,5,236.9751832
Hill,Early Forest,EF,DL2,Miconia ampla,4,79.09128703
Hill,Intermediate Forest,IF,DL5,Miconia ampla,1,159.0504467
Hill,Intermediate Forest,IF,DL7,Miconia ampla,1,44.28680326
Hill,Old Forest,OF,RL4,Miconia ampla,1,51.60257576
Mountain,Intermediate Forest,IF,DM17,Miconia bubalina,2,0.104118906
Mountain,Intermediate Forest,IF,DM8,Miconia bubalina,8,61.93912934
Mountain,Early Forest,EF,DM1,Miconia calvescens,4,1.372602405
Mountain,Intermediate Forest,IF,DM17,Miconia calvescens,4,228.3726892
Mountain,Intermediate Forest,IF,DM8,Miconia calvescens,3,0.398611441
Mountain,Old Forest,OF,RM9,Miconia centrodesma,1,0.554838172
Hill,Intermediate Forest,IF,DL14,Miconia chrysophylla,2,19.86785559
Hill,Early Forest,EF,DL2,Miconia chrysophylla,1,0.10434844
Mountain,Intermediate Forest,IF,DM7,Miconia chrysophylla,18,202.6213131
Hill,Old Forest,OF,RL2,Miconia chrysophylla,2,5.61E-07
Hill,Old Forest,OF,RL3,Miconia chrysophylla,1,9.498096553
Hill,Old Forest,OF,RL4,Miconia chrysophylla,1,88.6938132
Mountain,Old Forest,OF,RM11,Miconia chrysophylla,2,3.530558747
Mountain,Intermediate Forest,IF,DM7,Miconia coronifera,2,0.009506482
Mountain,Intermediate Forest,IF,DM7,Miconia crassinervia,4,6.873937668
Mountain,Old Forest,OF,RM8,Miconia crassinervia,1,44.94189196
Hill,Intermediate Forest,IF,DL14,Miconia crassinervia ,1,46.42133718
Hill,Old Forest,OF,RL4,Miconia crassinervia ,2,6.70040547
Mountain,Intermediate Forest,IF,DM12,Miconia dodecandra,9,2.875165027
Mountain,Intermediate Forest,IF,DM8,Miconia dodecandra,13,260.0008769
Hill,Early Forest,EF,DL12,Miconia dolichorrhyncha,2,24.87846235
Hill,Intermediate Forest,IF,DL13,Miconia dolichorrhyncha,6,127.8185032
Hill,Intermediate Forest,IF,DL14,Miconia dolichorrhyncha,2,188.7631587
Hill,Intermediate Forest,IF,DL16,Miconia dolichorrhyncha,2,143.4262362
Hill,Intermediate Forest,IF,DL3,Miconia dolichorrhyncha,2,0.08418251
Hill,Early Forest,EF,DL6,Miconia dolichorrhyncha,11,3.274295883
Hill,Intermediate Forest,IF,DL7,Miconia dolichorrhyncha,11,298.2127002
Mountain,Early Forest,EF,DM10,Miconia dolichorrhyncha,4,108.8096738
Mountain,Intermediate Forest,IF,DM12,Miconia dolichorrhyncha,3,60.08192461
Mountain,Intermediate Forest,IF,DM13,Miconia dolichorrhyncha,1,125.9816726
Mountain,Intermediate Forest,IF,DM14,Miconia dolichorrhyncha,3,0.041136699
Mountain,Degraded Pasture,DP,DM15,Miconia dolichorrhyncha,14,4.298219083
Mountain,Intermediate Forest,IF,DM17,Miconia dolichorrhyncha,1,122.9867817
Mountain,Degraded Pasture,DP,DM6,Miconia dolichorrhyncha,1,0.005607952
Mountain,Intermediate Forest,IF,DM8,Miconia dolichorrhyncha,4,0.176326503
Mountain,Old Forest,OF,RM8,Miconia dolichorrhyncha,1,39.37483539
Hill,Degraded Pasture,DP,DL11,Miconia elata,156,1354.19971
Hill,Intermediate Forest,IF,DL16,Miconia elata,1,0.138874624
Hill,Early Forest,EF,DL2,Miconia elata,4,0.091226566
Hill,Intermediate Forest,IF,DL3,Miconia elata,2,7.492851538
Mountain,Degraded Pasture,DP,DM15,Miconia elata,3,419.7095137
Mountain,Early Forest,EF,DM16,Miconia elata,2,201.6806108
Mountain,Intermediate Forest,IF,DM17,Miconia elata,3,307.8854619
Mountain,Degraded Pasture,DP,DM6,Miconia elata,4,0.032439436
Hill,Old Forest,OF,RL2,Miconia elata,4,1.02E-06
Mountain,Old Forest,OF,RM13,Miconia elata,2,7.724547623
Hill,Old Forest,OF,RL4,Miconia eugenioides,2,4456.663749
Mountain,Intermediate Forest,IF,DM13,Miconia gracilis,2,0.03429076
Mountain,Old Forest,OF,RM8,Miconia gracilis,1,0.009940219
Hill,Old Forest,OF,RL3,Miconia holosericea,2,0.048126563
Mountain,Intermediate Forest,IF,DM13,Miconia lamprophylla,11,27.65424875
Hill,Intermediate Forest,IF,DL3,Miconia longifolia,7,15594.39721
Hill,Intermediate Forest,IF,DL5,Miconia longifolia,1,503.6270753
Mountain,Degraded Pasture,DP,DM6,Miconia longifolia,11,760.7169294
Mountain,Intermediate Forest,IF,DM7,Miconia longifolia,4,280.3981455
Mountain,Old Forest,OF,RM3,Miconia longifolia,17,22754.5788
Mountain,Early Forest,EF,DM10,Miconia longispicata,13,38.62918693
Mountain,Intermediate Forest,IF,DM7,Miconia longispicata,9,5.811001804
Mountain,Old Forest,OF,RM14,Miconia longispicata,2,1.773923486
Mountain,Degraded Pasture,DP,DM6,Miconia lourtegiana,103,1.845217654
Mountain,Early Forest,EF,DM10,Miconia lugonis,6,1.158130027
Hill,Degraded Pasture,DP,DL11,Miconia minutiflora,53,10.29164186
Hill,Intermediate Forest,IF,DL16,Miconia minutiflora,2,0.075558818
Hill,Early Forest,EF,DL6,Miconia minutiflora,2,0.078012211
Mountain,Intermediate Forest,IF,DM12,Miconia minutiflora,4,0.075816822
Mountain,Early Forest,EF,DM16,Miconia minutiflora,11,1255.838367
Mountain,Degraded Pasture,DP,DM6,Miconia minutiflora,103,2.684945171
Mountain,Intermediate Forest,IF,DM7,Miconia minutiflora,3,99.70093307
Mountain,Old Forest,OF,RM3,Miconia minutiflora,6,1657.586869
Mountain,Old Forest,OF,RM8,Miconia minutiflora,3,2426.305304
Mountain,Intermediate Forest,IF,DM17,Miconia napoana,2,34.06775299
Mountain,Intermediate Forest,IF,DM8,Miconia napoana,2,20.15331036
Hill,Degraded Pasture,DP,DL10,Miconia nutans,1,0.065144218
Hill,Intermediate Forest,IF,DL7,Miconia nutans,5,170.981561
Mountain,Intermediate Forest,IF,DM8,Miconia nutans,1,0.73593865
Hill,Degraded Pasture,DP,DL11,Miconia poeppigii,22,3491.472878
Hill,Early Forest,EF,DL12,Miconia poeppigii,2,437.126164
Mountain,Intermediate Forest,IF,DM14,Miconia poeppigii,5,18583.01518
Mountain,Degraded Pasture,DP,DM15,Miconia poeppigii,2,118.6618381
Mountain,Early Forest,EF,DM16,Miconia poeppigii,27,3957.293084
Mountain,Degraded Pasture,DP,DM6,Miconia poeppigii,5,2.924041656
Hill,Old Forest,OF,RL2,Miconia poeppigii,2,2.20E-06
Mountain,Old Forest,OF,RM14,Miconia poeppigii,2,1665.950158
Mountain,Old Forest,OF,RM8,Miconia poeppigii,5,19330.99263
Hill,Early Forest,EF,DL12,Miconia prasina,1,38.06790132
Hill,Intermediate Forest,IF,DL13,Miconia prasina,2,0.050067679
Hill,Intermediate Forest,IF,DL3,Miconia prasina,8,4.217793565
Hill,Intermediate Forest,IF,DL7,Miconia prasina,1,0.138874624
Mountain,Early Forest,EF,DM10,Miconia prasina,1,0.012867994
Mountain,Degraded Pasture,DP,DM6,Miconia prasina,6,0.065619207
Hill,Old Forest,OF,RL3,Miconia prasina,2,6.826568443
Hill,Intermediate Forest,IF,DL3,Miconia pterocaulon,2,1.804241897
Mountain,Early Forest,EF,DM16,Miconia pterocaulon,3,23.33547866
Mountain,Intermediate Forest,IF,DM7,Miconia pterocaulon,17,1969.495255
Hill,Old Forest,OF,RL2,Miconia pterocaulon,53,7.04E-07
Mountain,Old Forest,OF,RM11,Miconia pterocaulon,1,0.016399348
Mountain,Old Forest,OF,RM3,Miconia pterocaulon,1,0.1590435
Mountain,Old Forest,OF,RM8,Miconia pterocaulon,6,0.089438603
Mountain,Intermediate Forest,IF,DM13,Miconia punctata,1,262.9815257
Hill,Old Forest,OF,RL2,Miconia punctata,19,5.49E-06
Mountain,Old Forest,OF,RM9,Miconia punctata,4,88.17004407
Hill,Intermediate Forest,IF,DL16,Miconia rugosa,1,0.1590435
Hill,Degraded Pasture,DP,DL11,Miconia serrulata,3,0.031947519
Hill,Early Forest,EF,DL12,Miconia serrulata,1,0.958125364
Hill,Early Forest,EF,DL6,Miconia serrulata,3,0.05721207
Hill,Intermediate Forest,IF,DL7,Miconia serrulata,4,62.15381216
Hill,Old Forest,OF,RL2,Miconia sp.,1,7.54E-11
Mountain,Early Forest,EF,DM10,Miconia splendens,2,0.029267342
Mountain,Intermediate Forest,IF,DM14,Miconia splendens,1,18.61547524
Mountain,Degraded Pasture,DP,DM15,Miconia splendens,8,44.16201029
Mountain,Early Forest,EF,DM16,Miconia splendens,13,2419.980951
Hill,Old Forest,OF,RL2,Miconia splendens,37,2.82E-06
Mountain,Old Forest,OF,RM11,Miconia splendens,3,0.051928095
Mountain,Old Forest,OF,RM8,Miconia splendens,26,172.0478451
Hill,Early Forest,EF,DL2,Miconia tetrasperma,3,183.2014626
Hill,Intermediate Forest,IF,DL5,Miconia tetrasperma,4,7282.622979
Hill,Early Forest,EF,DL6,Miconia tetrasperma,1,8.522993094
Hill,Degraded Pasture,DP,DL10,Miconia theizans,30,1.209496954
Hill,Early Forest,EF,DL12,Miconia titanophylla,6,1.375254839
Hill,Intermediate Forest,IF,DL13,Miconia titanophylla,4,0.32464077
Hill,Early Forest,EF,DL2,Miconia titanophylla,1,0.065144218
Mountain,Early Forest,EF,DM10,Miconia titanophylla,5,7.373778755
Hill,Early Forest,EF,DL12,Miconia tomentosa,1,0.879148486
Mountain,Early Forest,EF,DM10,Miconia tomentosa,1,0.038186344
Mountain,Degraded Pasture,DP,DM15,Miconia tomentosa,9,0.245091512
Mountain,Early Forest,EF,DM1,Miconia trinervia,1,0.00355519
Mountain,Intermediate Forest,IF,DM8,Miconia trinervia,2,29.4702524
Hill,Old Forest,OF,RL4,Miconia trinervia,2,77.81891529
Mountain,Old Forest,OF,RM11,Miconia trinervia,13,0.506241351
Mountain,Old Forest,OF,RM8,Miconia trinervia,13,23.07243014
Mountain,Early Forest,EF,DM1,Miconia zubenetana,8,45.64710998
Mountain,Early Forest,EF,DM2,Miconia zubenetana,1,0.017587954
